barcode,location,author,title,publisher_code,status,description
31546,CSE,KRUGLINSKI D T,PROGRAMMING MICROSOFT VISUAL C++,WPPUBLICATIONS&DISTRIBUTORSPVTLTD,Available,"A comprehensive guide authored by KRUGLINSKI D T, covering key principles and applications related to 'PROGRAMMING MICROSOFT VISUAL C++'. Ideal for engineering students and professionals."
31547,CSE,DAVID J KRUGLINSKI,PROGRAMMING MICROSOFT VISUAL C++,WPPUBLICATIONS&DISTRIBUTORSPVTLTD,Not for loan,"A comprehensive guide authored by KRUGLINSKI D T, covering key principles and applications related to 'PROGRAMMING MICROSOFT VISUAL C++'. Ideal for engineering students and professionals."
31548,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Available,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31550,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Available,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31551,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31552,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31553,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31554,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Available,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31555,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31556,CSE,ANANY LEVITIN,THE DESIGN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'THE DESIGN AND ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31557,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31558,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31560,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS'. Ideal for engineering students and professionals."
31561,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALOGRITHM,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by ANANY LEVITIN, covering key principles and applications related to 'INTRODUCTION TO THE DESIGN & ANALYSIS OF ALOGRITHM'. Ideal for engineering students and professionals."
31562,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Available,"A comprehensive guide authored by ELMASRI, covering key principles and applications related to 'Fundamentals of Database Systems'. Ideal for engineering students and professionals."
31563,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Available,"A comprehensive guide authored by ELMASRI, covering key principles and applications related to 'Fundamentals of Database Systems'. Ideal for engineering students and professionals."
31564,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Available,"A comprehensive guide authored by ELMASRI, covering key principles and applications related to 'Fundamentals of Database Systems'. Ideal for engineering students and professionals."
31566,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by ELMASRI, covering key principles and applications related to 'Fundamentals of Database Systems'. Ideal for engineering students and professionals."
31567,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31568,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31569,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31570,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31571,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31572,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31573,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31574,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31575,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31576,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31577,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31578,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31579,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31580,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31581,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Not for loan,"A comprehensive guide authored by T.NAGESWARA RAO, covering key principles and applications related to 'Electric Circuit Analysis'. Ideal for engineering students and professionals."
31582,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Available,"A comprehensive guide authored by WILLIAM D CALLISTER, covering key principles and applications related to 'MATERIAL SCIENCE AND ENGINEERING'. Ideal for engineering students and professionals."
31583,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Available,"A comprehensive guide authored by WILLIAM D CALLISTER, covering key principles and applications related to 'MATERIAL SCIENCE AND ENGINEERING'. Ideal for engineering students and professionals."
31584,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Available,"A comprehensive guide authored by WILLIAM D CALLISTER, covering key principles and applications related to 'MATERIAL SCIENCE AND ENGINEERING'. Ideal for engineering students and professionals."
31585,MECH,WILLIAM D CALLISTER,MATERIALS SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Not for loan,"A comprehensive guide authored by WILLIAM D CALLISTER, covering key principles and applications related to 'MATERIALS SCIENCE AND ENGINEERING'. Ideal for engineering students and professionals."
31586,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Not for loan,"A comprehensive guide authored by WILLIAM D CALLISTER, covering key principles and applications related to 'MATERIAL SCIENCE AND ENGINEERING'. Ideal for engineering students and professionals."
31587,EEE,BADRI RAM,POWER SYSTEM PRODUCTION AND SWITCHGEAR,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by BADRI RAM, covering key principles and applications related to 'POWER SYSTEM PRODUCTION AND SWITCHGEAR'. Ideal for engineering students and professionals."
31588,EEE,BADRI RAM,POWER SYSTEM PRODUCTION AND SWITCHGEAR,TATAMCGRAW-HILL,Available,"A comprehensive guide authored by BADRI RAM, covering key principles and applications related to 'POWER SYSTEM PRODUCTION AND SWITCHGEAR'. Ideal for engineering students and professionals."
31589,EEE,BADRI RAM,POWER SYSTEM PRODUCTION AND SWITCHGEAR,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by BADRI RAM, covering key principles and applications related to 'POWER SYSTEM PRODUCTION AND SWITCHGEAR'. Ideal for engineering students and professionals."
31590,MECH,V K NARAYANAN,MANAGING TECHNOLIGY AND INNOVATION FOR COMPETITIVE ADVANTAGE,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by V K NARAYANAN, covering key principles and applications related to 'MANAGING TECHNOLIGY AND INNOVATION FOR COMPETITIVE ADVANTAGE'. Ideal for engineering students and professionals."
31591,MECH,V K NARAYANAN,MANAGING TECHNOLOGY AND INNOVATION FOR COMPETITIVE ADVANTAGE,PEARSIONEDUCATION,Available,"A comprehensive guide authored by NARAYANAN V K, covering key principles and applications related to 'MANAGING TECHNOLOGY AND INNOVATION FOR COMPETITIVE ADVANTAGE'. Ideal for engineering students and professionals."
31592,MECH,NARAYANAN V K,MANAGING TECHNOLOGY AND INNOVATION FOR COMPETITIVE ADVANTAGE,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by NARAYANAN V K, covering key principles and applications related to 'MANAGING TECHNOLOGY AND INNOVATION FOR COMPETITIVE ADVANTAGE'. Ideal for engineering students and professionals."
31593,ENG,NAVEEN,PHONETIC DICTIONARY,NAVEENGROUPOFPUBLICATIONS,Not for loan,"A comprehensive guide authored by NAVEEN, covering key principles and applications related to 'PHONETIC DICTIONARY'. Ideal for engineering students and professionals."
31594,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Available,"A comprehensive guide authored by NAVEEN, covering key principles and applications related to 'PHONETIC DICTIONARY ENGLISH'. Ideal for engineering students and professionals."
31595,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Available,"A comprehensive guide authored by NAVEEN, covering key principles and applications related to 'PHONETIC DICTIONARY ENGLISH'. Ideal for engineering students and professionals."
31596,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Available,"A comprehensive guide authored by NAVEEN, covering key principles and applications related to 'PHONETIC DICTIONARY ENGLISH'. Ideal for engineering students and professionals."
31597,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Not for loan,"A comprehensive guide authored by NAVEEN, covering key principles and applications related to 'PHONETIC DICTIONARY ENGLISH'. Ideal for engineering students and professionals."
31603,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available,"A comprehensive guide authored by POORNIMA M CHARANTIMATH, covering key principles and applications related to 'TOTAL QUALITY MANAGEMENT'. Ideal for engineering students and professionals."
31604,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available,"A comprehensive guide authored by POORNIMA M CHARANTIMATH, covering key principles and applications related to 'TOTAL QUALITY MANAGEMENT'. Ideal for engineering students and professionals."
31605,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available,"A comprehensive guide authored by POORNIMA M CHARANTIMATH, covering key principles and applications related to 'TOTAL QUALITY MANAGEMENT'. Ideal for engineering students and professionals."
31606,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available,"A comprehensive guide authored by POORNIMA M CHARANTIMATH, covering key principles and applications related to 'TOTAL QUALITY MANAGEMENT'. Ideal for engineering students and professionals."
31607,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available,"A comprehensive guide authored by POORNIMA M CHARANTIMATH, covering key principles and applications related to 'TOTAL QUALITY MANAGEMENT'. Ideal for engineering students and professionals."
31608,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available,"A comprehensive guide authored by POORNIMA M CHARANTIMATH, covering key principles and applications related to 'TOTAL QUALITY MANAGEMENT'. Ideal for engineering students and professionals."
